Promo ID,Offer ID,Offer Name,Type,Code,Title,Description,Category,Offer Page (Ctrl C to copy),Date Added,Expiry
P37053,1622,FreeCharge.in CPS - India,Coupon,NEW30,Get Rs. 30 cashback on transaction of INR 50 and above. New User,"T&amp;amp;C : Valid on successful Recharges/Bill Payments done till 9th March 2016. New User Only. Valid on Min Recharge of Rs.50. Flat Cash back of Rs.30. NEW30 Promocode has to be applied to avail cashback offer. Valid only Once times per New User/Credit/Debit Card/Mobile Number. Valid on credit/debit card or FreeCharge Balance transactions only.Cashback will be credited to your FreeCharge Wallet which can be redeemed within 185 days from date of credit and is non transferable. Not Valid for Add Cash Transactions and transactions done via Netbanking. Offer not valid on virtual cards and International Cards which are issued outside India. Offer not valid for Airtel transactions ( Postpaid/ Prepaid/ DTH ). Offer valid on FreeCharge App, Web &amp;amp; mWeb. For all other queries please email care@freecharge.com",,http://tracking.vcommission.com/aff_c?offer_id=1622&aff_id=48172&url=https%3A%2F%2Fwww.freecharge.in%3Futm_source%3DAffiliatesFC%26utm_medium%3DDT-MSite%26utm_campaign%3DvCommission%26utm_content%3D48172_%7Baff_sub%7D%26utm_product%3Dmobile,"Mar 02, 2016","Mar 09, 2016"
P37054,1622,FreeCharge.in CPS - India,Coupon,NEW25,Get 25%  cashback on transaction of INR 50 and above. New User. Max Rs50,"T&amp;amp;C : Valid on successful Recharges/Bill Payments done till 9th March 2016. New User Only. Valid on Min Recharge of Rs.50. Max Cash back of Rs.50. NEW25 Promocode has to be applied to avail cashback offer. Valid only Once times per New User/Credit/Debit Card/Mobile Number. Valid on credit/debit card FreeCharge Balance transactions only. Cashback will be credited to your FreeCharge Wallet which can be redeemed within 185 days from date of credit and is non transferable. Not Valid for Add Cash Transactions and transactions done via Netbanking. Offer not valid on virtual cards and International Cards which are issued outside India. Offer not valid for Airtel transactions ( Postpaid/ Prepaid/ DTH ). Offer valid on FreeCharge App, Web &amp;amp; mWeb. For all other queries please email care@freecharge.com",,http://tracking.vcommission.com/aff_c?offer_id=1622&aff_id=48172&url=https%3A%2F%2Fwww.freecharge.in%3Futm_source%3DAffiliatesFC%26utm_medium%3DDT-MSite%26utm_campaign%3DvCommission%26utm_content%3D48172_%7Baff_sub%7D%26utm_product%3Dmobile,"Mar 02, 2016","Mar 16, 2016"
P37329,1622,FreeCharge.in CPS - India,Promotion,,Get 20% Cashback on BESCOM/ JVVNL/ JDVVNL bill payments,"T&amp;amp;C : How to avail cashback : Create/Login to your FreeCharge account. Select bill payments/electricity and choose from BESCOM/JVVNL/JDVVNL. Enter your Account ID &amp;amp; proceed to pay. Enjoy the cashback in your FreeCharge Wallet. Valid on successful BESCOM/JVVNL/JDVVNL Electricity Bill payments done from 7th March till 9th March 2016. Valid for all users on FreeCharge Web / mSite / App (Android / iOS / Windows). Max cashback of Rs.200. No promocode has to be applied to avail cashback offer. Valid once per user/credit/debit card/mobile number. Valid on Credit Card/Debit Card/NetBanking/FreeCharge Balance. Cashback will be credited to your FreeCharge Wallet which can be redeemed within 185 days from date of credit, and is non transferable",,http://tracking.vcommission.com/aff_c?offer_id=1622&aff_id=48172&url=https%3A%2F%2Fwww.freecharge.in%3Futm_source%3DAffiliatesFC%26utm_medium%3DDT-MSite%26utm_campaign%3DvCommission%26utm_content%3D48172_%7Baff_sub%7D%26utm_product%3Dmobile,"Mar 08, 2016","Mar 09, 2016"
P37366,1622,FreeCharge.in CPS - India,Coupon,BILL20,Get 20% Cashback on Gas &amp;amp; Electricity Bill Payment of Rs.500 &amp;amp; More. Max Cashback Rs 100.,"T&amp;amp;C : Valid on successful Gas &amp;amp; Electricity Bill Payments done till 16th March only for New Users of FreeCharge. Valid on min. transaction of Rs.500. Max Cashback of Rs.100. BILL20 Promocode has to be applied to avail cashback offer. Valid only one per New User/Credit/Debit Card/Mobile Number. Valid on Credit/Debit card/Netbanking and FreeCharge Balance. Cashback will be credited to your FreeCharge Wallet which can be redeemed within 185 days from date of credit, and is non transferable. Not valid on Virtual Cards &amp;amp; International Cards which are issued outside India. Not valid for Add Cash &amp;amp; Airtel Postpaid/Prepaid/DTH/Landline. Offer valid only on FreeCharge App, Web &amp;amp; mWeb. For all other queries please email care@freecharge.com.",,http://tracking.vcommission.com/aff_c?offer_id=1622&aff_id=48172&url=https%3A%2F%2Fwww.freecharge.in%3Futm_source%3DAffiliatesFC%26utm_medium%3DDT-MSite%26utm_campaign%3DvCommission%26utm_content%3D48172_%7Baff_sub%7D%26utm_product%3Dmobile,"Mar 09, 2016","Mar 16, 2016"
P37367,1622,FreeCharge.in CPS - India,Promotion,,Get 10% Cashback on Electricity Bill Payment of Rs.10. Max Cash back Rs 100,"T&amp;amp;C : Valid on successful Electricity Bill payments done till 16th March 2016 Max cashback of Rs.100 POWER promocode has to be applied to avail cashback offer Valid once per user/credit/debit card/mobile number Valid on Credit Card/Debit Card, Netbanking and FreeCharge Balance transactions Cashback will be credited to your FreeCharge Wallet which can be redeemed within 185 days from date of credit, and is non transferable Not valid on Virtual Cards &amp;amp; International Cards which are issued outside India Offer valid only on FreeCharge App, Web &amp;amp; mWeb. For all other queries please email care@freecharge.com",,http://tracking.vcommission.com/aff_c?offer_id=1622&aff_id=48172&url=https%3A%2F%2Fwww.freecharge.in%3Futm_source%3DAffiliatesFC%26utm_medium%3DDT-MSite%26utm_campaign%3DvCommission%26utm_content%3D48172_%7Baff_sub%7D%26utm_product%3Dmobile,"Mar 09, 2016","Mar 16, 2016"
P37408,1622,FreeCharge.in CPS - India,Coupon,LL20,Get 20% Cashback on Landline Bill Payment of Rs.300 or above. Max Cashback Rs 100. Only For New User.,"T&amp;amp;C : Valid on successful Landline Bill Payments done till 16th March only for New Users of FreeCharge. Valid on min. transaction of Rs.300. Max Cashback of Rs.100. LL20 Promocode has to be applied to avail cashback offer. Valid only one per New User/Credit/Debit Card/Mobile Number. Valid on Credit/Debit card/Netbanking and FreeCharge Balance. Cashback will be credited to your FreeCharge Wallet which can be redeemed within 185 days from date of credit, and is non transferable. Not valid on Virtual Cards &amp;amp; International Cards which are issued outside India. Not valid for Add Cash &amp;amp; Airtel Landline Transactions. Offer valid only on FreeCharge App, Web &amp;amp; mWeb. For all other queries please email care@freecharge.com.",,http://tracking.vcommission.com/aff_c?offer_id=1622&aff_id=48172&url=https%3A%2F%2Fwww.freecharge.in%3Futm_source%3DAffiliatesFC%26utm_medium%3DDT-MSite%26utm_campaign%3DvCommission%26utm_content%3D48172_%7Baff_sub%7D%26utm_product%3Dmobile,"Mar 14, 2016","Mar 16, 2016"
P27133,1670,Tolexo.com CPS - India,Coupon,VCTX10,Flat 10% on purchase of 1500 &amp;amp; above,,Automotive,http://tracking.vcommission.com/aff_c?offer_id=1670&aff_id=48172&url=http%3A%2F%2Fwww.tolexo.com%2F%3Futm_source%3Dvcommission%26utm_medium%3Dcps%26utm_campaign%3Dhomepage,"Oct 05, 2015","Apr 05, 2016"
P32404,1670,Tolexo.com CPS - India,Coupon,VCTX175,Rs.175 off on purchase of Rs.1000,,Automotive,http://tracking.vcommission.com/aff_c?offer_id=1670&aff_id=48172&url=http%3A%2F%2Fwww.tolexo.com%2F%3Futm_source%3Dvcommission%26utm_medium%3Dcps%26utm_campaign%3Dhomepage,"Nov 23, 2015","Apr 05, 2016"
P33174,1670,Tolexo.com CPS - India,Coupon,VCTX15,Extra 15% Off on a Min. Purchase of Rs.500 &amp;amp; Above,T&amp;amp;C : Max. discount of Rs.600.,,http://tracking.vcommission.com/aff_c?offer_id=1670&aff_id=48172&url=http%3A%2F%2Fwww.tolexo.com%2F%3Futm_source%3Dvcommission%26utm_medium%3Dcps%26utm_campaign%3Dhomepage,"Dec 02, 2015","Apr 05, 2016"
P33176,1670,Tolexo.com CPS - India,Coupon,VCTX75,Additional Rs.75 Off on Purchase of 500 &amp;amp; Above,,,http://tracking.vcommission.com/aff_c?offer_id=1670&aff_id=48172&url=http%3A%2F%2Fwww.tolexo.com%2F%3Futm_source%3Dvcommission%26utm_medium%3Dcps%26utm_campaign%3Dhomepage,"Dec 02, 2015","Apr 05, 2016"
P35905,1670,Tolexo.com CPS - India,Coupon,VCTX50,Rs.50 off on purchase of 500,,,http://tracking.vcommission.com/aff_c?offer_id=1670&aff_id=48172&url=http%3A%2F%2Fwww.tolexo.com%2F%3Futm_source%3Dvcommission%26utm_medium%3Dcps%26utm_campaign%3Dhomepage,"Feb 02, 2016","Apr 05, 2016"
P35906,1670,Tolexo.com CPS - India,Coupon,VCTX100,Rs.100 off on purchase of 1000,,,http://tracking.vcommission.com/aff_c?offer_id=1670&aff_id=48172&url=http%3A%2F%2Fwww.tolexo.com%2F%3Futm_source%3Dvcommission%26utm_medium%3Dcps%26utm_campaign%3Dhomepage,"Feb 02, 2016","Apr 05, 2016"
P35810,1678,GreenDust.com CPS - India,Coupon,GD16MAR50,Get Rs.50 off on minimum purchase of Rs. 499.,,,http://tracking.vcommission.com/aff_c?offer_id=1678&aff_id=48172&url=http%3A%2F%2Fwww.greendust.com%2F%3Futm_source%3Dvcim%26utm_medium%3Dvcim%26utm_campaign%3DiPhone5s,"Feb 01, 2016","Apr 04, 2016"
P35811,1678,GreenDust.com CPS - India,Coupon,GD16MAR75,Get Rs.75 off on minimum purchase of Rs. 999.,,,http://tracking.vcommission.com/aff_c?offer_id=1678&aff_id=48172&url=http%3A%2F%2Fwww.greendust.com%2F%3Futm_source%3Dvcim%26utm_medium%3Dvcim%26utm_campaign%3DiPhone5s,"Feb 01, 2016","Apr 04, 2016"
P35812,1678,GreenDust.com CPS - India,Coupon,GD16MAR150,Get Rs.150 off on minimum purchase of Rs. 2499.,,,http://tracking.vcommission.com/aff_c?offer_id=1678&aff_id=48172&url=http%3A%2F%2Fwww.greendust.com%2F%3Futm_source%3Dvcim%26utm_medium%3Dvcim%26utm_campaign%3DiPhone5s,"Feb 01, 2016","Apr 04, 2016"
P35813,1678,GreenDust.com CPS - India,Coupon,GD16MAR250,Get Rs. 250 off on minimum purchase of Rs. 4999.,,,http://tracking.vcommission.com/aff_c?offer_id=1678&aff_id=48172&url=http%3A%2F%2Fwww.greendust.com%2F%3Futm_source%3Dvcim%26utm_medium%3Dvcim%26utm_campaign%3DiPhone5s,"Feb 01, 2016","Apr 04, 2016"
P35814,1678,GreenDust.com CPS - India,Coupon,GD16MAR350,Get Rs. 350 off on minimum purchase of Rs. 9999,,,http://tracking.vcommission.com/aff_c?offer_id=1678&aff_id=48172&url=http%3A%2F%2Fwww.greendust.com%2F%3Futm_source%3Dvcim%26utm_medium%3Dvcim%26utm_campaign%3DiPhone5s,"Feb 01, 2016","Apr 04, 2016"
P35815,1678,GreenDust.com CPS - India,Coupon,GD16MAR500,Get Rs. 500 off on minimum purchase of Rs. 14999,,,http://tracking.vcommission.com/aff_c?offer_id=1678&aff_id=48172&url=http%3A%2F%2Fwww.greendust.com%2F%3Futm_source%3Dvcim%26utm_medium%3Dvcim%26utm_campaign%3DiPhone5s,"Feb 01, 2016","Apr 04, 2016"
P35816,1678,GreenDust.com CPS - India,Coupon,GD16MAR750,Get Rs. 750 off on minimum purchase of Rs. 17500.,,,http://tracking.vcommission.com/aff_c?offer_id=1678&aff_id=48172&url=http%3A%2F%2Fwww.greendust.com%2F%3Futm_source%3Dvcim%26utm_medium%3Dvcim%26utm_campaign%3DiPhone5s,"Feb 01, 2016","Apr 04, 2016"
P35817,1678,GreenDust.com CPS - India,Coupon,GD16MAR1000,Get Rs. 1000 off on minimum purchase of Rs. 19999.,,,http://tracking.vcommission.com/aff_c?offer_id=1678&aff_id=48172&url=http%3A%2F%2Fwww.greendust.com%2F%3Futm_source%3Dvcim%26utm_medium%3Dvcim%26utm_campaign%3DiPhone5s,"Feb 01, 2016","Apr 04, 2016"
P35818,1678,GreenDust.com CPS - India,Coupon,GD16MAR1500,Get Rs. 1500 off on minimum purchase of Rs. 24999.,,,http://tracking.vcommission.com/aff_c?offer_id=1678&aff_id=48172&url=http%3A%2F%2Fwww.greendust.com%2F%3Futm_source%3Dvcim%26utm_medium%3Dvcim%26utm_campaign%3DiPhone5s,"Feb 01, 2016","Apr 04, 2016"
P37395,1686,Voylla.com CPS - India,Promotion,,Buy one get one,,,http://tracking.vcommission.com/aff_c?offer_id=1686&aff_id=48172&url=http%3A%2F%2Fwww.voylla.com%2Fcampaign%2Ftraditional-offers%3Futm_source%3Dvcommission%26utm_medium%3Daffiliate%26utm_campaign%3Dvcommission,"Mar 11, 2016","Mar 15, 2016"
P37396,1686,Voylla.com CPS - India,Promotion,,Get Upto 40% off,,,http://tracking.vcommission.com/aff_c?offer_id=1686&aff_id=48172&url=http%3A%2F%2Fwww.voylla.com%2Fdesigners%2F119%2Fproducts%3Futm_source%3Dvcommission%26utm_medium%3Daffiliate%26utm_campaign%3Dvcommission,"Mar 11, 2016","Mar 15, 2016"
P37397,1686,Voylla.com CPS - India,Promotion,,Deal of the day upto 60% off,,,http://tracking.vcommission.com/aff_c?offer_id=1686&aff_id=48172&url=http%3A%2F%2Fwww.voylla.com%2Ftodays_deals%3Futm_source%3Dvcommission%26utm_medium%3Daffiliate%26utm_campaign%3Dvcommission,"Mar 11, 2016","Mar 31, 2016"
P33201,1700,WearYourShine.com CPS - India,Promotion,,Rs.3000 Off on Signup,,,http://tracking.vcommission.com/aff_c?offer_id=1700&aff_id=48172&url=http%3A%2F%2Fwww.wearyourshine.com%2F%3Futm_source%3DVCommission%26utm_medium%3DDisplay%26utm_term%3DCPA%26utm_campaign%3D20150723-250x250-VCommission,"Dec 02, 2015","Mar 31, 2016"
P33202,1700,WearYourShine.com CPS - India,Promotion,,10% Off : Same Day Shipping,T&amp;amp;C : Vallid for Pendants &amp;amp; Earrings.,,http://tracking.vcommission.com/aff_c?offer_id=1700&aff_id=48172&url=http%3A%2F%2Fwww.wearyourshine.com%2Fsame-day-shipping.html%3Futm_source%3DVCommission%26utm_medium%3DDisplay%26utm_term%3DCPA%26utm_campaign%3D20150723-250x250-VCommission,"Dec 02, 2015","Mar 31, 2016"
P36865,1720,MyFlowerTree.com CPS - India,Coupon,MARVCOM15,15% off on minimum purchase of Rs.499.,,Gifts &amp; Flowers,http://tracking.vcommission.com/aff_c?offer_id= 1720&aff_id=48172&url=http%3A%2F%2Fwww.bookmyflowers.com%2F%3Futm_source%3Dvcomission,"Feb 29, 2016","Mar 31, 2016"
P36866,1720,MyFlowerTree.com CPS - India,Coupon,MARVCOM18,18% off on minimum purchase of Rs.999. Maximum Discount is Rs.200,,Gifts &amp; Flowers,http://tracking.vcommission.com/aff_c?offer_id= 1720&aff_id=48172&url=http%3A%2F%2Fwww.bookmyflowers.com%2F%3Futm_source%3Dvcomission,"Feb 29, 2016","Mar 31, 2016"
P36867,1720,MyFlowerTree.com CPS - India,Coupon,MARVCOM21,21% off on minimum purchase of Rs.1299. Maximum Discount is Rs.250,,Gifts &amp; Flowers,http://tracking.vcommission.com/aff_c?offer_id= 1720&aff_id=48172&url=http%3A%2F%2Fwww.bookmyflowers.com%2F%3Futm_source%3Dvcomission,"Feb 29, 2016","Mar 31, 2016"
P36841,1720,MyFlowerTree.com CPS - India,Coupon,MFTVCOM20,Get upto 20% Off on site wide,,Gifts &amp; Flowers,http://tracking.vcommission.com/aff_c?offer_id= 1720&aff_id=48172&url=http%3A%2F%2Fwww.myflowertree.com%2Fflowers%3Futm_source%3Dvcomission,"Feb 26, 2016","Mar 10, 2016"
P37026,1764,Aplava.com CPS - India,Promotion,,Spin and win exiting prizes upto 10% off.,,,http://tracking.vcommission.com/aff_c?offer_id=1764&aff_id=48172&url=http%3A%2F%2Fwww.aplava.com%2F%3Futm_source%3Dvcom%26utm_medium%3Dcps%26utm_campaign%3Dvcomtest,"Mar 01, 2016","Apr 07, 2016"
P37027,1764,Aplava.com CPS - India,Promotion,,Upto50% off,,,http://tracking.vcommission.com/aff_c?offer_id=1764&aff_id=48172&url=http%3A%2F%2Fwww.aplava.com%2Foffers.html%3Futm_source%3Dvcom%26utm_medium%3Dcps%26utm_campaign%3Dvcomtest,"Mar 01, 2016","Apr 07, 2016"
P37028,1764,Aplava.com CPS - India,Promotion,,Get Flat 15% off on Gentlemens Tonic,,,http://tracking.vcommission.com/aff_c?offer_id=1764&aff_id=48172&url=http%3A%2F%2Fwww.aplava.com%2Fbrand%2Fgentlemens-tonic.html%2F%3Futm_source%3Dvcom%26utm_medium%3Dcps%26utm_campaign%3Dvcomtest,"Mar 01, 2016","Apr 07, 2016"
P37029,1764,Aplava.com CPS - India,Promotion,,Get Flat 15% off on Philips products,,,http://tracking.vcommission.com/aff_c?offer_id=1764&aff_id=48172&url=http%3A%2F%2Fwww.aplava.com%2Fbrand%2Fphilip-b.html%2F%3Futm_source%3Dvcom%26utm_medium%3Dcps%26utm_campaign%3Dvcomtest,"Mar 01, 2016","Apr 07, 2016"
P37030,1764,Aplava.com CPS - India,Promotion,,Register and get Rs.250 Off,,,http://tracking.vcommission.com/aff_c?offer_id=1764&aff_id=48172&url=https%3A%2F%2Fwww.aplava.com%2Fcustomer%2Faccount%2Fcreate%2F%3Futm_source%3Dvcom%26utm_medium%3Dcps%26utm_campaign%3Dvcomtest,"Mar 01, 2016","Apr 07, 2016"
P22376,1788,MakeMyTrip.com INT Flights CPS - India,Coupon,INDIF,Get up to Rs 4000 cash back on international flight bookings on IndusInd Bank Cards,"T&amp;amp;C : Minimum Booking amount of INR 15,000 to 29,999 then Cashback Value of INR 700, INR 30,000 to 79,999 then Cashback Value of INR 2000 &amp;amp; INR 80,000 and above then Cashback Value of INR 4000. This Offer is applicable for IndusInd bank credit card, debit card and net banking holders. MakeMyTrip wallet would be created against the Email ID used by the customer while making his booking and the cashback amount would be credited in the same wallet only.Cashback amount must be utilized within 180 days from the date of remittance if not then the cashback amount would be forfeited automatically. The cashback amount shall not be refundable or cannot be withdrawn by the customer.Cashback credited to MakeMyTrip wallet can be used against Domestic Flights, Domestic &amp;amp; International Hotel bookings only. The cashback offer is valid for the bookings till 31st March, 2016. (Offer Period). The Cardholder needs to enter the appropriate Deal Code at the time of booking to be eligible for the cashback offer. The cashback offer on International Flight can be availed by the Cardholder for a maximum of 2 transactions per calendar month.",Air Tickets,http://tracking.vcommission.com/aff_c?offer_id=1788&aff_id=48172&url=http%3A%2F%2Fwww.makemytrip.com%2Finternational-flights%2F%3Fcmp%3Ddisp_vcom_IF_48172,"Jul 21, 2015","Mar 31, 2016"
P22377,1788,MakeMyTrip.com INT Flights CPS - India,Coupon,AXISIF,Get up to Rs 4000 cash back on international flight bookings on Axis Bank Cards,"T&amp;amp;C : Minimum Booking amount of INR 15,000 to 29,999 then Cashback Value of INR 700, INR 30,000 to 79,999 then Cashback Value of INR 2000 &amp;amp; INR 80,000 and above then Cashback Value of INR 4000. This Offer is applicable for Axis bank credit card, debit card and net banking holders. MakeMyTrip wallet would be created against the Email ID used by the customer while making his booking and the cashback amount would be credited in the same wallet only.Cashback amount must be utilized within 180 days from the date of remittance if not then the cashback amount would be forfeited automatically. The cashback amount shall not be refundable or cannot be withdrawn by the customer.Cashback credited to MakeMyTrip wallet can be used against Domestic Flights, Domestic &amp;amp; International Hotel bookings only. The cashback offer is valid for the bookings till 31st March, 2016. (&amp;ldquo;Offer Period&amp;rdquo;). The Cardholder needs to enter the appropriate Deal Code at the time of booking to be eligible for the cashback offer. The cashback offer on International Flight can be availed by the Cardholder for a maximum of 2 transactions per calendar month.",Air Tickets,http://tracking.vcommission.com/aff_c?offer_id=1788&aff_id=48172&url=http%3A%2F%2Fwww.makemytrip.com%2Finternational-flights%2F%3Fcmp%3Ddisp_vcom_IF_48172,"Jul 21, 2015","Mar 31, 2016"
P22378,1788,MakeMyTrip.com INT Flights CPS - India,Coupon,SBIIF,Get up to Rs 4000 cash back on International flight bookings on SBI Cards,"T&amp;amp;C : Minimum Booking amount of INR 15,000 to 29,999 then Cashback Value of INR 700, INR 30,000 to 79,999 then Cashback Value of INR 2000 &amp;amp; INR 80,000 and above then Cashback Value of INR 4000. This Offer is applicable for SBI bank credit card, debit card and net banking holders. MakeMyTrip wallet would be created against the Email ID used by the customer while making his booking and the cashback amount would be credited in the same wallet only.Cashback amount must be utilized within 180 days from the date of remittance if not then the cashback amount would be forfeited automatically. The cashback amount shall not be refundable or cannot be withdrawn by the customer.Cashback credited to MakeMyTrip wallet can be used against Domestic Flights, Domestic &amp;amp; International Hotel bookings only. The cashback offer is valid for the bookings till 31st March, 2016. (&amp;ldquo;Offer Period&amp;rdquo;). The Cardholder needs to enter the appropriate Deal Code at the time of booking to be eligible for the cashback offer. The cashback offer on International Flight can be availed by the Cardholder for a maximum of 2 transactions per calendar month.",Air Tickets,http://tracking.vcommission.com/aff_c?offer_id=1788&aff_id=48172&url=http%3A%2F%2Fwww.makemytrip.com%2Finternational-flights%2F%3Fcmp%3Ddisp_vcom_IF_48172,"Jul 21, 2015","Mar 31, 2016"
P22379,1788,MakeMyTrip.com INT Flights CPS - India,Coupon,SCIF,Get up to Rs 4000 cash back on International flight bookings,"T&amp;amp;C : Minimum Booking amount of INR 15,000 to 29,999 then Cashback Value of INR 700, INR 30,000 to 79,999 then Cashback Value of INR 2000 &amp;amp; INR 80,000 and above then Cashback Value of INR 4000. This Offer is applicable for Standard Chartered bank credit card, debit card and net banking holders. MakeMyTrip wallet would be created against the Email ID used by the customer while making his booking and the cashback amount would be credited in the same wallet only.Cashback amount must be utilized within 180 days from the date of remittance if not then the cashback amount would be forfeited automatically. The cashback amount shall not be refundable or cannot be withdrawn by the customer.Cashback credited to MakeMyTrip wallet can be used against Domestic Flights, Domestic &amp;amp; International Hotel bookings only. The cashback offer is valid for the bookings till 31st March, 2016. (&amp;ldquo;Offer Period&amp;rdquo;). The Cardholder needs to enter the appropriate Deal Code at the time of booking to be eligible for the cashback offer. The cashback offer on International Flight can be availed by the Cardholder for a maximum of 2 transactions per calendar month.",Air Tickets,http://tracking.vcommission.com/aff_c?offer_id=1788&aff_id=48172&url=http%3A%2F%2Fwww.makemytrip.com%2Finternational-flights%2F%3Fcmp%3Ddisp_vcom_IF_48172,"Jul 21, 2015","Mar 31, 2016"
P22380,1788,MakeMyTrip.com INT Flights CPS - India,Coupon,HSBCIF,Get up to Rs 4000 cash back on International flight bookings,"T&amp;amp;C : Minimum Booking amount of INR 15,000 to 29,999 then Cashback Value of INR 700, INR 30,000 to 79,999 then Cashback Value of INR 2000 &amp;amp; INR 80,000 and above then Cashback Value of INR 4000. This Offer is applicable for HSBC bank credit card, debit card and net banking holders. MakeMyTrip wallet would be created against the Email ID used by the customer while making his booking and the cashback amount would be credited in the same wallet only.Cashback amount must be utilized within 180 days from the date of remittance if not then the cashback amount would be forfeited automatically. The cashback amount shall not be refundable or cannot be withdrawn by the customer.Cashback credited to MakeMyTrip wallet can be used against Domestic Flights, Domestic &amp;amp; International Hotel bookings only. The cashback offer is valid for the bookings till 31st March, 2016. (&amp;ldquo;Offer Period&amp;rdquo;). The Cardholder needs to enter the appropriate Deal Code at the time of booking to be eligible for the cashback offer. The cashback offer on International Flight can be availed by the Cardholder for a maximum of 2 transactions per calendar month.",Air Tickets,http://tracking.vcommission.com/aff_c?offer_id=1788&aff_id=48172&url=http%3A%2F%2Fwww.makemytrip.com%2Finternational-flights%2F%3Fcmp%3Ddisp_vcom_IF_48172,"Jul 21, 2015","Mar 31, 2016"
P22381,1788,MakeMyTrip.com INT Flights CPS - India,Coupon,KOTIF,Get up to Rs 4000 cash back on International flight bookings,"T&amp;amp;C : Minimum Booking amount of INR 15,000 to 29,999 then Cashback Value of INR 700, INR 30,000 to 79,999 then Cashback Value of INR 2000 &amp;amp; INR 80,000 and above then Cashback Value of INR 4000. This Offer is applicable for Kotak Mahindra bank credit card, debit card and net banking holders. MakeMyTrip wallet would be created against the Email ID used by the customer while making his booking and the cashback amount would be credited in the same wallet only.Cashback amount must be utilized within 180 days from the date of remittance if not then the cashback amount would be forfeited automatically. The cashback amount shall not be refundable or cannot be withdrawn by the customer.Cashback credited to MakeMyTrip wallet can be used against Domestic Flights, Domestic &amp;amp; International Hotel bookings only. The cashback offer is valid for the bookings till 31st March, 2016. (&amp;ldquo;Offer Period&amp;rdquo;). The Cardholder needs to enter the appropriate Deal Code at the time of booking to be eligible for the cashback offer. The cashback offer on International Flight can be availed by the Cardholder for a maximum of 2 transactions per calendar month.",Air Tickets,http://tracking.vcommission.com/aff_c?offer_id=1788&aff_id=48172&url=http%3A%2F%2Fwww.makemytrip.com%2Finternational-flights%2F%3Fcmp%3Ddisp_vcom_IF_48172,"Jul 21, 2015","Mar 31, 2016"
P22382,1788,MakeMyTrip.com INT Flights CPS - India,Coupon,DBNIF,Get up to Rs 4000 cash back on International flight bookings,"T&amp;amp;C : Minimum Booking amount of INR 15,000 to 29,999 then Cashback Value of INR 700, INR 30,000 to 79,999 then Cashback Value of INR 2000 &amp;amp; INR 80,000 and above then Cashback Value of INR 4000. This Offer is applicable for Deutsche bank credit card, debit card and net banking holders. MakeMyTrip wallet would be created against the Email ID used by the customer while making his booking and the cashback amount would be credited in the same wallet only.Cashback amount must be utilized within 180 days from the date of remittance if not then the cashback amount would be forfeited automatically. The cashback amount shall not be refundable or cannot be withdrawn by the customer.Cashback credited to MakeMyTrip wallet can be used against Domestic Flights, Domestic &amp;amp; International Hotel bookings only. The cashback offer is valid for the bookings till 31st March, 2016. (&amp;ldquo;Offer Period&amp;rdquo;). The Cardholder needs to enter the appropriate Deal Code at the time of booking to be eligible for the cashback offer. The cashback offer on International Flight can be availed by the Cardholder for a maximum of 2 transactions per calendar month.",Air Tickets,http://tracking.vcommission.com/aff_c?offer_id=1788&aff_id=48172&url=http%3A%2F%2Fwww.makemytrip.com%2Finternational-flights%2F%3Fcmp%3Ddisp_vcom_IF_48172,"Jul 21, 2015","Mar 31, 2016"
P22383,1788,MakeMyTrip.com INT Flights CPS - India,Coupon,HDFCIF,Get up to Rs 4000 cash back on International flight bookings,"T&amp;amp;C : Minimum Booking amount of INR 15,000 then Cashback Value of INR 700, INR 30,000 then Cashback Value of INR 2000 &amp;amp; Above INR 80,000 then Cashback Value of INR 4000. This Offer is applicable for HDFC bank credit card, debit card and net banking holders.ashback would be given in the form of credit in customer&amp;rsquo;s MakeMyTrip wallet. MakeMyTrip wallet would be created against the Email ID used by the customer while making his booking and the cashback amount would be credited in the same wallet only.Cashback amount must be utilized within 180 days from the date of remittance if not then the cashback amount would be forfeited automatically. The cashback amount shall not be refundable or cannot be withdrawn by the customer.Cashback credited to MakeMyTrip wallet can be used against Domestic Flights, Domestic &amp;amp; International Hotel bookings only. The cashback offer is valid for the bookings till 31st March, 2016. (&amp;ldquo;Offer Period&amp;rdquo;). The Cardholder needs to enter the appropriate Deal Code at the time of booking to be eligible for the cashback offer. The cashback offer on International Flight can be availed by the Cardholder for a maximum of 2 transactions per calendar month.",Air Tickets,http://tracking.vcommission.com/aff_c?offer_id=1788&aff_id=48172&url=http%3A%2F%2Fwww.makemytrip.com%2Finternational-flights%2F%3Fcmp%3Ddisp_vcom_IF_48172,"Jul 21, 2015","Mar 31, 2016"
P33678,1796,BeingJuliet.com CPS - India,Coupon,BJVC10,Subscribe for 3 month and get 10% off,,,http://tracking.vcommission.com/aff_c?offer_id=1796&aff_id=48172&url=http%3A%2F%2Fbeingjuliet.com%2F%3Futm_source%3Dvcom%26utm_medium%3Demail%26utm_content%3Demail_newsletter%26utm_campaign%3Dbeingjuliet_vcom_48172,"Dec 10, 2015","Mar 31, 2016"
